Title,Article,Category,PressCompany
"경찰, 배현진 의원 피습사건 수사전담팀 설치‥""주요 정치인 신변보호""","경찰이 국민의힘 배현진 의원 피습 사건에 대해 수사전담팀을 설치하고, 국회의원 등 주요 인사에 대한 신변보호를 강화합니다. 윤희근 경찰청장은 서울경찰청에 수사전담팀을 설치하고 사건 경위와 범행 동기 파악은 물론, 가짜뉴스에 대한 적극적 대응을 지시했습니다.  서울경찰청은 서울 강남경찰서장을 팀장으로 하는, 27명 규모의 전담팀을 꾸려 수사를 이어가기로 했습니다. 경찰청은 최근 더불어민주당 이재명 대표를 비롯한 정치인 피습사건이 잇따라 발생해, 주요 인사에 대한 신변 보호를 강화할 계획입니다.  경찰은 국민의힘·더불어민주당 대표에 대해 '근접 신변 보호팀'을 운영하고 있으며, 이준석 개혁신당 대표·이낙연 새로운미래 인재영입위원장에 대해서도 신변보호팀을 배치하는 방안을 검토하고 있습니다. 외부 공개 정당 행사에 대해서는 전국 36개 경찰기동대를 '전담보호부대'로 지정하고 관할 경찰서의 '자체 신변보호팀'을 배치해 안전활동을 실시할 예정입니다.  또, 정당 측과 연락망을 구축해 거리 유세 등 위험도가 높은 행사에는 다목적 기동대를 배치해 돌발 상황에 신속히 대응한다는 방침입니다.",사회,MBC
"용인시민 생활만족도 4년새 10%p↑, 90.1% ""전반적 만족""","2023 사회조사 결과, 2019년 80.3%보다 크게 상승'10년 후에도 살고 싶다 응답도 65% 기록반도체 경쟁력 강화 58.4% ""연계 교통망 확충"" 선택[용인=이데일리 황영민 기자] 용인특례시민들의 전반적 생활 만족도가 4년새 10%p 이상 높아진 것으로 나타났다.26일 용인특례시가 발표한 ‘2023년 용인시 사회조사’ 결과 주거와 경제, 교육 등 지역에 대한 전반적인 만족도를 묻는 질문에 응답자의 90.9%가 ‘중간 또는 보통’ 이상으로 만족한다고 답했다. 설문은 ‘전혀 만족하지 않는다’(0점)부터 ‘매우 만족한다’(10점)까지 10점 척도로 진행됐다.(자료=용인시)‘시 전반에 만족하지 않는다’고 답한 시민은 9.1%로 이유는 △교통이 불편해서(46%) △편의시설 부족(19.8%) △주차시설 부족(10.4%) 등이 꼽혔다.앞서 2019년 사회조사 때 시민들의 생활 만족도는 80.3%였다. 4년새 10.6%p 높아진 것을 확인할 수 있다.10년 후에도 용인에 살겠다고 응답한 시민은 65%로 나타났다. 용인에 대한 소속감을 느끼는 시민은 69.8%로, 2019년 65.4%, 2021년 66.7%로 매년 높아지는 추세다.용인시가 미래 역점사업으로 추진 중인 반도체 산업 육성 정책에 대해선 시민 대다수(72%)가 ‘잘 알고 있다’고 답했고, 이를 통해 ‘지역경제 활성화’(53.5%)와 ‘지역 일자리 수 증가’(28.9%)를 기대하는 것으로 나타났다.특히 용인시민들은 용인 첨단 시스템반도체 국가산업단지(처인구 이동·남사읍)와 용인반도체클러스터(처인구 원삼면), 기흥미래연구단지(기흥구 서농동) 등을 아우르는 반도체 국가첨단전략산업 특화단지의 조속한 추진으로 시의 반도체 경쟁력을 강화하려면 ‘도로와 철도 등 연계 교통망 확충’(58.4%)이 가장 시급하다고 답했다.저출산 문제를 극복하기 위해 필요한 대책으로는 ‘주거·일자리·결혼지원정책’(36.8%)이 가장 많이 꼽혔다. 이 같은 지원 정책을 펴기 위해 가장 필요한 것 가운데 1위는 ‘월세 및 전세자금 대출이자 지원 확대’(54.7%)였다.(자료=용인시)용인시 관계자는 “시민이 필요로 하는 정책 수요를 파악하고 효과적인 대책을 마련하기 위해 사회조사를 했다”며 “조사 결과에서 확인된 시민들의 의견을 면밀하게 분석하고 시정에 반영해 나갈 것”이라고 말했다.한편, 이번 조사는 지난해 9월 1일부터 15일까지 용인시 거주 1590세대의 표본 가구 15세 이상 시민을 대상으로 진행됐다. 오차범위는 95% 신뢰 수준 하에 ±3.5%p이다.조사 항목은 복지, 주거·교통, 문화·여가, 교육, 소득·소비, 일자리·노동 등 공통 분야 6개와 용인만의 특성 분야 1개 등 총 50개 문항으로 구성됐다.특성 분야엔 전반적인 만족도, 필요한 정책과제, 용인의 반도체산업 육성책에 대한 견해, 저출생 대응 인구정책 등이 담겼다.",사회,이데일리
'사법 농단 의혹' 양승태 전 대법원장 오늘 1심 선고...기소 5년 만,"이른바 '사법 농단' 의혹으로 재판에 넘겨진 양승태 전 대법원장의 1심 판결이 오늘(26일) 나옵니다.서울중앙지방법원은 오늘 오후 2시, 직권남용 혐의 등으로 기소된 양 전 대법원장의 선고기일을 진행합니다.양 전 대법원장은 박근혜 정부 시절, 역점 사업이었던 상고법원 도입과 법관 재외공관 파견 등을 도모하기 위해 각종 재판에 개입한 혐의를 받습니다.양 전 대법원장이 부당하게 개입했다는 재판은 일제 강제동원 피해자 손해배상 소송과 옛 통합진보당 의원 지위확인 소송, 원세훈 전 국가정보원장 댓글 사건 등입니다.양 전 대법원장은 사법부 블랙리스트를 만들어 비판적 입장을 가진 판사들을 탄압하거나 현직 판사가 연루된 비리 의혹을 은폐한 혐의 등도 받습니다.오늘 재판에선 함께 기소된 박병대, 고영한 전 대법관의 선고도 진행됩니다.검찰은 지난해 9월, 결심 공판에서 사법 행정 최고 책임자들이 법관의 재판 독립을 심각하게 훼손했다며, 양 전 대법원장에게 징역 7년을, 박병대, 고영한 전 대법관에게 각각 징역 5년과 4년을 구형했습니다.양 전 대법원장은 최후 진술에서 당시 정치권력이 '사법 농단'을 규정하자, 검찰이 첨병을 맡아 먼지떨이 식 수사를 했다며 혐의를 전면 부인했습니다.1심 선고는 지난 2019년 2월, 양 전 대법관이 구속기소 된 이후 5년 만입니다.※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr",사회,YTN
진천군 고향사랑기부금 '충북 1위' 감사이벤트 진행,"10만원 이상 기부자 20명 추첨해 5만원 선물세트진천군 고향사랑기부제 특별 감사 이벤트 포스터.(진천군 제공)/뉴스1(진천=뉴스1) 엄기찬 기자 = 충북 진천군은 지난해 고향사랑기부금 '충북 1위' 달성을 기념해 다음 달 21일까지 특별 감사 이벤트를 진행한다고 26일 밝혔다.이 기간 10만원 이상 진천군에 기부하고 답례품을 주문하면 자동으로 이벤트에 응모된다. 모두 20명을 추첨해 5만원 상당의 CJ 선물 세트를 준다.진천군은 지난해 도내 11개 시군 가운데 가장 많은 3억8664만원(1598건)의 고향사랑기부금을 모금했다. 목표액인 1억8800만원보다 배 이상 많은 모금액이다.답례품으로 생거진천쌀, 진천사랑상품권, 한돈세트 등을 9000만원 가까이 제공하면서 지역경제 활성화에도 이바지했다.지난해 처음 시작한 고향사랑기부제는 자기 주소지 이외 자치단체에 연간 500만원 한도로 기부하면 세제 혜택과 함께 답례품을 받는 제도다.고향사랑e음 또는 농협은행에서 참여할 수 있고, 기부금의 30% 내에서 답례품을 받는다. 10만원을 기부하면 전액 세액 공제를 받는다.",사회,뉴스1
[경기] 경기도 표준지 공시지가 1.35% 상승...용인 처인 4.84% 최고,"경기도는 도내 7만1천227개 표준지의 지난 1일 기준 공시지가가 전년보다 평균 1.35% 올랐다고 밝혔습니다.전국 17개 시도 평균 상승률은 1.09%로 경기도는 1.59%를 기록한 세종시 다음이었습니다.시군별로 보면 반도체 클러스터 국가산업단지가 조성되는 용인시 처인구가 4.84%로 상승률이 가장 높았고, 이어 제2판교테크노밸리가 들어서는 성남 수정구 2.71%, 3기 신도시가 조성되는 광명시 2.20% 등의 순이었습니다.반면 동두천시(마이너스 0.40%)와 양평군(마이너스 0.23%)은 전년보다 하락한 것으로 나타났습니다.필지별로는 성남 분당구 백현동 현대백화점 부지가 1㎡당 2천910만원으로 가장 비쌌고, 포천시 이동면 장암리 임야가 1㎡당 814원으로 가장 쌌습니다.1㎡당 평균 가격은 82만4천189원이었습니다.표준지 공시지가는 국토교통부와 시군구 민원실에서 다음 달 23일까지 열람할 수 있으며 이 기간 이의신청을 할 수 있습니다.※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr",사회,YTN
‘배현진 습격’ 10대 응급 입원조치…“건강상태 고려”,"[앵커] 어제 국민의힘 배현진 의원을 공격한  10대 중학생이 응급 입원 조치됐습니다. 경찰은 미성년자인 점과 건강상태 등을 고려해 이 같이 조치했다고 밝혔습니다. 이희연 기자가 보도합니다. [리포트] 국민의힘 배현진 의원을 공격해  현행범으로 체포된 A 군이 오늘 새벽 응급 입원 조치됐습니다. 경찰은 ""피의자가 미성년자인 점과 현재의 건강상태 등을 고려했다""고 밝혔습니다. A 군은 범행 직후 서울 강남경찰서로 압송돼 보호자 입회 하에 경찰 조사를 받았습니다. 경찰은 A 군의 상태를 고려해  범행 동기 등에 대한 추가조사를 실시할 계획입니다. A 군은 어제 오후 5시 10분쯤, 서울시 강남구의  한 건물 1층에서 배 의원을 공격했습니다. A 군은 ""국민의힘 배현진 의원이죠""라고 두 차례 물은 뒤, 주먹 크기의 돌로 배 의원을 십여 차례 폭행했습니다. [목격자/음성변조 : ""(피) 많이 났어요. 꽤 났어요. '여자를 누가 이렇게 때렸어' 그랬지. 누가 부축해서 나왔어요. 구급대원이 데리고 나왔을 거예요.""] A 군은 폭행 장면을 목격한 배 의원의 수행비서에게 붙잡혀 경찰에 체포됐습니다. 병원으로 옮겨진 배 의원은 출혈 부위에 대한 봉합 수술을 한 뒤  어제 일반 병실로 옮겨졌습니다. [박석규/순천향대 서울병원 신경외과 교수/주치의 : ""응급으로 CT 촬영을 하고 그 다음에 두피 열상에 대해서는 1차 봉합 시행을 했고요. 두개 내 출혈이라든지 골절 소견은 일단 없는 것 같습니다.""] 배 의원은 생명에는 지장이 없지만, 통증을 호소하고 있어 입원 치료를 받아야 하는 상황입니다. 의료진은 추가 검사를 통해 혹시 모를 미세 출혈 등을 확인하고 있습니다. KBS 뉴스 이희연입니다. 촬영기자:김재현 최재혁 김현민 정준희/영상편집:박주연  ■ 제보하기▷ 전화 : 02-781-1234, 4444▷ 이메일 : kbs1234@kbs.co.kr▷ 카카오톡 : 'KBS제보' 검색, 채널 추가▷ 네이버, 유튜브에서 KBS뉴스를 구독해주세요!",사회,KBS
"""연필 놓지 않을 것""..수능 최고령 83세 할머니, 숙명여대 입학","김정자 할머니 / 연합뉴스[파이낸셜뉴스] 2024학년도 수능 최고령 수험생으로 화제가 됐던 김정자씨(83)가 숙명여대 신입생으로 입학한다.   26일 숙명여대에 따르면 김씨는 올해 미래교육원 사회복지전공 신입생으로 입학한다.   장윤금 숙명여대 총장은 지난 22일 입학을 앞둔 김씨를 학교 캠퍼스로 초청해 장학 증서와 명예 학생증을 전달했다.   학교 측은 김씨의 학업을 응원하는 의미에서 1년간 장학금을 지원하기로 했다. 또 해외에 있는 손주들과 영어로 대화하고 싶다는 김씨의 목표를 돕기 위해 영어 교육도 체계적으로 지원할 계획이다.   김씨는 ""배워도 자꾸 잊어버리겠지만 열심히 다닐 것""이라며 ""건강이 허락할 때까지 연필을 놓지 않으려 한다""라고 전했다.    김정자 할머니-장윤금 숙명여대 총장 / 연합뉴스김씨는 수능 최고령 수험생으로 여든에 가까운 나이에도 평생학교에 다니며 한글부터 중·고등학교 과정까지 배움의 열망을 채워나간 만학도다. 2019년 tvn 예능 프로그램 '유 퀴즈'에 출연하면서 유명 인사가 됐다.   김씨는 이후 지난해 12월 수능을 치른 뒤 '유퀴즈'에 다시 출연했다. 김씨는 ""손녀딸이 숙명여대를 졸업했는데 자기 학교가 최고라고 자랑을 많이 했다. 그래서 나도 가고 싶다""라면서도 ""성적표를 받아 보니 내가 생각했던 것보다는 좋았지만, 숙대 영문과는 조금 힘들 것 같다. 숙대 평생교육원 사회복지과를 지망하겠다""라고 말했다. #수능최고령 #김정자할머니",사회,파이낸셜뉴스
"김영록 전남지사 ""달빛철도 특별법 통과 환영""","""지방시대 실현 앞당기는 신호탄 되길""25일 서울 여의도 국회 본회의장에서 열린 제412회국회(임시회) 제1차 본회의에서 달빛고속철도 건설을 위한 특별법안이 통과되고 있다. 2024.1.25/뉴스1 ⓒ News1 송원영 기자(무안=뉴스1) 전원 기자 = 김영록 전남도지사는 26일 ""달빛철도 특별법의 국회 통과를 전남도민과 함께 진심으로 환영한다""고 밝혔다.김 지사는 이날 입장문을 통해 ""달빛철도가 대한민국의 새로운 동서 성장축으로서 진정한 지방시대 실현을 앞당기는 신호탄이 되길 바란다""고 희망했다.달빛철도는 광주~전남~대구를 잇는 동서 횡단철도로 총연장 198.8㎞에 달한다. 광주송정역을 출발, 서대구역까지 오간다. 전남지역은 담양을 14.1㎞ 지나며 남북 중심의 철도망을 보완하는 동서 간 연결 철도가 될 전망이다.달빛철도 건설 사업은 약 7조3000억원의 생산 유발효과, 2조3000억원의 부가가치 유발효과, 3만 8000여명의 고용 유발효과가 기대된다.김영록 지사는 ""달빛철도 특별법의 역사적 통과가 있기까지 한마음 한뜻으로 온 힘을 기울인 광주시, 대구시, 전북도, 경남도, 경북도 시·도민께 축하드린다""며 ""앞으로 영호남 6개 광역자치시·도가 상호 발전을 위해 더욱 폭넓게 상생협력 하겠다""고 다짐했다.",사회,뉴스1
"검찰, 탈주범 김길수 '특수강도 혐의' 징역 7년 구형","특수 강도 혐의로 수감된 후 병원 치료를 받다 도주해 사흘 만에 붙잡힌 김길수에게 검찰이 징역 7년을 구형했습니다.검찰은 오늘 서울중앙지방법원에서 열린 김길수의 특수강도 혐의 결심 공판에서 징역 7년을 선고해달라고, 재판부에 요청했습니다.김길수는 지난해 9월, 도박 빚 1억5,000만 원을 갚기 위해 불법자금 세탁을 의뢰하는 것처럼 속여 돈을 가지고 나온 피해자에게 최루액 스프레이를 뿌리고 7억4000만 원을 빼앗아 달아난 혐의를 받습니다.검찰은 김 씨가 사용한 최루액 스프레이가 신체에 해를 가하기 위한 흉기에 해당한다고 주장했습니다.김길수는 최후 진술에서 자신을 보호하기 위해 스프레이를 소지했으며, 현금은 가져가지 않고 그대로 현장에 두고 왔다고, 선처를 호소했습니다.김길수는 특수강도 혐의로 체포된 지난해 11월, 서울 서초경찰서 유치장에서 숟가락을 삼켜 복통을 호소했고 병원 진료를 받던 중 도주해 63시간 만에 붙잡히기도 했습니다.※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr",사회,YTN
'영풍제지 주가조작' 주범 제주도서 밀항 시도하다 검거,"영풍제지 주가조작 일당 추가 검거, 영장실질심사[연합뉴스 자료사진]    (서울=연합뉴스) 박형빈 기자 = 영풍제지 주가조작의 주범 이모씨가 3개월 넘는 도피 끝에 26일 제주도에서 붙잡혔다.    서울남부지검 등에 따르면 제주지방해양경찰청은 이날 새벽 제주도 해상 선박에서 밀항을 시도하던 이씨의 신병을 확보했다.    남부지검은 대검찰청에서 인력 지원을 받아 검거반을 편성해 3개월째 추적 중이었다.    이씨와 주가조작 일당은 지난해 초부터 영풍제지 주식을 총 3만8천875회(3천597만주 상당) 시세조종 해 2천789억원 상당의 부당 이득을 취한 혐의를 받는다.    검찰은 현재까지 주가조작에 가담한 일당과 이씨의 도주에 관여한 조력자 등 11명을 구속기소했다. 시세조종에 가담한 여러 명도 추가로 재판에 넘길 방침이다.    앞서 기소된 일당은 법정에서 대부분 혐의를 인정하면서 ""주범 이씨의 지시에 따랐다""고 주장했다.    검찰은 조만간 경찰로부터 이씨의 신병을 인계받아 조사할 예정이다.    binzz@yna.co.kr",사회,연합뉴스
"불편했던 천안에서 강남 가는 길, 뻥 뚫린다","시속 180㎞ GTX-C 노선 천안까지 연장강남 삼성역 40분, 창량리역 50분 연결의왕·인덕원·과천·양재 가는 길 쉬워져박상돈 천안시장 “2028년 개통 위해 혼신 다하겠다”답답했던 천안에서 강남가는 길이 고속철도로 뻥 뚫린다.     수도권 주요지점과 서울중심부를 시속 180㎞ 속도로 빠르게 연결하는 GTX열차가 충남 천안까지 연결되는 때문이다.        2028년도 개통목표인 GTX-C 노선도.    천안은 KTX·수도권전철·일반철도에 이어 GTX까지 철도 4대교통수단이 모두 서울 심장부와 연결되게 됐다. 이미 신수도권으로 분류되고 있는 천안의 더욱 큰 도시팽창과 수도권 출퇴근 통학 인구 유입이 기대된다.     박상돈 천안시장은 기자회견을 열고 정부의 수도권광역급행철도 GTX-C노선 천안 연장을 발표를 환영하고 적극적인 협력과 지원에 나서겠다고 26일 밝혔다.     국토교통부는 전날인 25일 윤석열 대통령 주재로 열린 교통 분야 민생토론회에서 당초 경기도 양주시 덕정~수원으로 계획했던 GTX-C 노선을 천안·아산까지 연장한다고 공식 발표했다.      천안시는 GTX-C노선을 수원역에서 천안역까지 55.6km를 끌어오는 것은 기존 경부선철도의 여유 용량을 활용하기 때문에 대규모 토목공사가 뒤따르지는 않을 것으로 분석하고 있다. 현재의 경부선을 개량하는 차원이어서 지자체 차원의 사업비 투입이 요청되더라도 큰 부담이 없을 것이란 전망이다.        박상돈 천안시장이 26일 기자회견을 열고 GTX-C 노선 천안연장을 환영했다.    천안시는 GTX-C노선 천안역 개통을 국토부의 본선 개통 목표인 2028년과 동시에 이룬다는 계획이다. GTX-C노선이 개통되면 천안역에서 서울 강남 삼성역과 청량리역을 각각 40분과 50분 이내로 연결하게 된다. 현재 교통체증이 심각한 고속도로를 이용해야만하는 의왕·인덕원(안양)·정부과천청사·양재·삼성역(강남)을 철도로 빠르게 연결하는 것은 획기적 변화다.     박 시장은 천안역 연장을 위한 1497억원의 추가 비용발생과 관련해 “지방재정으로 부담하기에는 어려움이 있는만큼 지역 국회의원, 관련지방자치단체와 연대해 최대한 중앙정부 재정이 투입되도록 공동노력을 기울이겠다”고 말했다.",사회,세계일보
‘대통령실 앞 흉기난동’ 70대 男 징역 4년,"26일 서울서부지방법원 판결 선고法 “경찰 업무 저해…중대한 범죄”[이데일리 황병서 기자] 대통령실 앞에서 흉기 난동을 벌이며 경찰관 2명을 다치게 해 재판에 넘겨진 박모(77)씨가 1심에서 실형을 선고받았다.대통령실 정문에서 흉기를 휘둘러 경찰관 2명을 다치게 한 박모(77)씨가 서울 마포구 서울서부지방법원에서 열린 영장실질심사(구속 전 피의자 심문)에 출석하고 있다.(사진=뉴시스)서울 서부지법 형사합의11부(부장판사 배성중)는 26일 오전 10시 살인 미수 등의 혐의로 박씨에게 징역 4년을 선고하고, 3년간의 보호관찰을 명령했다. 재판부는 “이 사건은 정당한 공권력의 행사나 경찰의 업무를 저해하고 안전을 위협하는 중대한 범죄로 그 죄질이 매우 불량해 그 책임에 상응하는 실형 선고가 불가피하다”고 했다. 이어 “다만 피고인은 정신질환을 앓고 있는 것으로 판단돼 감경하도록 하고 보호관찰을 부과하도록 한다”면서 “폭력범죄로 처벌받은 전력이 없는 점 등을 참작해서 전자장치 부착 명령은 하지 않는다”고 했다.박씨는 2023년 10월 31일 오후 1시 20분께 용산구 대통령 집무실 앞에서 흉기를 휘둘러 경찰관 2명을 살해하려 한 혐의를 받는다. 대통령실 외곽에서 경호 근무를 수행하던 202경비단 소속 경찰관 2명이 각각 팔과 복부를 다쳐 병원으로 이송됐다. 박씨는 현장에서 현행범 체포됐다. 앞서 검찰은 2023년 12월 20일 열린 재판에서 박씨에게 징역 7년을 구형했다. 또 전자장치 부착명령과 보호관찰 명령, 재범 방지를 위한 흉기소지 금지, 보호관찰과 지시에 따른 전문의 진료 등 특별준수사항 부과를 재판부에 요청했다. 박씨 측 변호인은 당시 재판에서 모든 범죄 혐의를 인정했다. 다만 “피고인이 노령연금을 받으러 은행에 갔는데 거절됐고, 관할 주민센터에 항의했지만 거절돼서 항의 차원에서 용산에 갔다가 울분이 쌓여 우발적으로 벌어진 일”이라며 “고령이고 사건 당일에도 온전한 정신이었는지 의문이 가는 점 등을 반영해 선처해달라”고 밝힌 바 있다.",사회,이데일리
‘배현진 피습’에…주요 인사 신변보호 경찰력 대규모 투입,"“거동 수상자에 대한 불심검문 강화”배현진 국민의힘 의원이 지난 25일 중학생 ㄱ군에게 돌로 공격을 당한 서울 강남구 신사동의 한 건물. 김채운 기자경찰이 26일 배현진 국민의힘 의원 피습 사건 수사전담팀을 구성했다. 국회의원 등 주요 인사에 대한 신변보호도 강화하기로 했다.윤희근 경찰청장은 이날 서울경찰청 강남경찰서에 27명 규모의 수사전담팀을 설치하고, 사건의 경위와 범행 동기, 배후 유무 등을 신속하고 엄정하게 수사하라고 지시했다. 관련 가짜뉴스에 대해서도 적극적으로 대응하도록 했다.경찰청은 최근 정치인 피습사건이 잇따라 발생함에 따라 국회의원 등 주요 인사에 대한 신변보호도 강화하겠다고 밝혔다. 현재 국민의힘·더불어민주당 대표를 대상으로 ‘근접 신변보호팀’을 운영 중인 경찰은 이준석 개혁신당 대표, 이낙연 새로운미래 인재영입위원장 등에 대해서도 정당 쪽과 협의를 거쳐 신변보호팀 조기 배치를 검토하기로 했다.외부에 공개된 정당 행사에 대해서는 전국 36개 기동대를 ‘전담보호부대’로 지정하고 관할 경찰서 형사 등으로 구성된 ‘자체 신변보호팀’을 배치한다는 계획이다. 또한 경찰은 정당 쪽과 핫라인을 구축해 후보자별 유세 일정을 사전에 확인해 위험성 판단을 거쳐 추가 경력을 배치할 예정이다.거리 유세 등 위험도가 높은 일정은 다목적 당직기동대 등 추가 경력을 충분히 배치하고 관할 경찰서장이 현장에 직접 나가 우발상황에 신속 대응한다. 또 거동 수상자에 대한 불심검문을 강화해 흉기 소지 여부를 확인하는 등 원거리부터 위해 요소를 차단할 방침이다.경찰은 정당 쪽에서도 주요 인사 안전 활동이 병행될 수 있도록 협력체계를 강화하고, 정당에서 요청할 경우 국회의원 비서관 등 근접거리 수행원에게 신변보호 수칙을 교육하는 등의 지원할 계획이다.앞서 배 의원은 전날 오후 5시께 강남구 신사동의 한 건물에서 만 14살인 중학생 ㄱ군으로부터 돌로 공격을 받아 순천향병원으로 옮겨져 치료를 받았다. ㄱ군은 배 의원에게 ‘국민의힘 배현진 의원이죠?’라고 물은 뒤 배 의원이 ‘맞다’라고 하자 돌로 배 의원의 머리를 사정없이 공격했다. 피의자 ㄱ군은 강남의 한 중학교에 재학 중인 학생으로 배 의원을 공격하기 몇 시간 전부터 건물 주변에 머물렀던 것으로 파악됐다.",사회,한겨레
"'사법농단 의혹' 양승태, 기소 5년 만에 1심 선고…'직권남용' 쟁점","이른바 '사법농단' 주동자로 지목된 양승태 전 대법원장의 1심 선고 결과가 오늘 나옵니다.지난 2019년 구속 기소된 이후 5년여 만입니다.양 전 대법원장은 처음으로 직무와 관련된 범죄 혐의로 기소된 사법부 수장입니다.임기 6년 동안 각종 재판에 개입하고 법관의 블랙리스트를 작성한 혐의 등을 받고 있습니다.선고의 쟁점은 주요 혐의인 직권남용죄가 인정되느냐인데, 어떤 결과가 나오든 검찰과 양 전 대법원장 측 모두 항소할 것으로 보여 확정 판결까지는 더 시간이 필요합니다.",사회,JTBC
[집중취재] 고향사랑 기부제 1년…인구감소지역 큰 보탬,"[KBS 대구][앵커] 자발적인 기부로 부족한 지방재정을 보완하는 고향사랑 기부제가 시행된 지 1년이 됐습니다. 대구와 경북에선 지금까지 백억 원 가까운 기부금이 모였는데요. 지역 재정과 경제 활성화에 큰 도움이 됐다는 평가입니다. 먼저 김지홍 기자가 보도합니다. [리포트] 대구에서 경영 컨설팅 업체를 운영하는 이동환 대표. 태어나고 자란 성주군을 떠난 지 50년이 넘었지만, 고향 발전에  조금이라도 보탬이 되고자  지난해에 이어 올해도 5백만 원을 기부했습니다. [이동환/고향사랑기부제 참여자 : ""고향에 기부함으로써 취약계층이나 고향 분들에게 보람 있지 않겠나 하는 생각으로.""] 고령화와 인구 감소 등으로 소멸위기에 놓인 지역을 돕기 위한 고향사랑 기부제. 주민등록상 거주지가 아닌 지역에 기부하면, 세액 공제와 답례품 혜택도 주는 만큼 시행 일 년 만에 기부 행렬이  이어졌습니다. 지난 일 년간, 대구시와 9개 구·군에선 7억 4천만 원, 경북도와 22개 시·군에선 89억 9천만 원 등 백억 원 가까운 기부금이 모였습니다. 특히 출향민이 많은 경북은 광역단체 중 전남에 이어  두 번째로 기부금이 많았습니다. 대구·경북 모두 애초 기부금 목표를 모두 달성했습니다. 열악한 지역 재정 여건을 감안하면 큰 보탬이 됐다는 평가가 나옵니다.[김주년/안동시 세정과장 : ""인구가 감소하거나 지역 소멸을 예방하는 데 많은 도움이 될 것으로 예상하고 있습니다.""] 지역 자치단체는 답례품 품질을 개선하는 등 고향사랑기부제 참여를  적극 홍보해 나가기로 했습니다. KBS 뉴스 김지홍입니다. 촬영기자:최동희·박병규/그래픽:이보경",사회,KBS
계단서 초중생 4명 향해 소화기 분사…촬영까지 한 20대들,"“소화기 뿌리고 갔다” 112 신고남성들 “비상구 쪽에서 연기 났다”지난 13일 새벽 인천 남동구의 한 아파트 지하 주차장에서 중학생들이 소화기 분말을 뿌린 직후의 모습. 기사 내용과는 직접 관련이 없습니다. 연합뉴스TV 화면 캡처 20대 남성이 초·중등 학생들을 향해 소화기 분말을 뿌렸다는 신고가 접수돼 경찰이 수사에 나섰다.26일 인천 논현경찰서에 따르면 전날 오후 4시 57분쯤 인천시 남동구 논현동 상가건물에서 “누군가 소화기를 뿌리고 갔다”는 112 신고가 접수됐다.당시 초등학생 1명과 중학생 3명이 건물 비상계단에 있다가 소화기 분말을 뒤집어쓴 것으로 조사됐다. 이들은 모두 여학생으로 호흡 곤란과 피부 염증 증상을 호소해 병원에서 치료받고 있다.현장 폐쇄회로(CC)TV 영상에는 20대 A씨가 비상구 출입문을 연 뒤 5초가량 소화기를 분사하고 또 다른 20대 남성이 이를 촬영하는 모습이 담겼다.A씨 등은 해당 건물에 입점한 가게 직원들로, 여학생들과는 서로 알지 못하는 사이로 파악됐다.이들은 “비상구 쪽에서 연기가 나 소화기를 뿌렸다. 학생들을 향해 뿌린 것은 아니다”라고 주장하는 것으로 알려졌다.경찰은 사건 현장 주변 CCTV와 목격자 진술 등을 토대로 정확한 사건 경위를 조사 중이다.경찰 관계자는 “진술이 엇갈리는 부분이 있어 소화기를 뿌릴 만한 정당한 사유가 있었는지 등을 확인하고 있다”며 “아직 입건 전 조사(내사) 단계”라고 말했다.",사회,국민일보
'영풍제지 주가조작' 총책 제주서 해경에 검거…도주 3개월만,"시세 조종으로 2789억 부당이득…수사 막바지서울남부지검 2022.5.19/뉴스1 ⓒ News1 장수영 기자(서울=뉴스1) 서상혁 기자 = 영풍제지 주가조작 사태 주범 이모씨가 도주 3개월 만에 검거됐다.26일 경찰 등에 따르면 제주해경은 이날 새벽 제주도 모처에서 총책 이씨를 검거했다.이씨를 필두로 한 주가조작 조직은 영풍제지 주식 3597만주 상당을 총 3만8875회 시세를 조종해 2789억원 상당의 부당이득을 챙긴 혐의를 받는다. 영풍제지 주가는 지난해 초 5000원에 머물다 9월 초 5만원까지 치솟은 후 10월 중순 30%가량 급락했다.서울남부지검 관계자는 ""경찰과 신속히 협의해 이씨의 신병을 인계받을 예정""이라고 말했다.총책이 검거되면서 영풍제지 주가조작 사건 수사도 막바지에 접어들 전망이다. 검찰은 주가조작에 가담한 조직원 7명과 총책 도피를 도운 운전기사를 구속 기소한 상태다.",사회,뉴스1
